,CustomerCode,ProductCode,Month,ID.x,SalesQuantity,GrossValue,NetValue,ProductDesc,GroupCode,GroupDesc,ManufacturerCode,ManufacturerDesc,DivisionCode,DivisionDesc,CustomerDesc,ChannelCode,ChannelDesc,SalespersonCode,SalespersonDesc,ZoneCode,ZoneDesc,RegionCode,RegionDesc,ID.y,ProductCost,DistributionCost,SalesCommission,ID,BudgetQuantity,BudgetNetValue,BudgetMarginPercent,BudgetDelta
530,1403,29,201103,13884,436,882.3092,196.8474,Moisturizer for Dry Skin - Unscented,3,Moisturizing Cream,E,Roxell,C,Cream,BESTWAY CASH & CARRY,4,Direct,1,Beverly Bruce,3,Phoenix,5,South-West,13884,80.2479,29.0076,42.1259,1734,899,1027.0915,0.065603,463
531,1403,41,201102,13649,214,708.8749,70.6012,Mountain Fresh Shower Gel for Men,4,Body Wash,N,NoviProducts,A,Soap,BESTWAY CASH & CARRY,4,Direct,1,Beverly Bruce,3,Phoenix,5,South-West,13649,34.0947,6.2735,12.4953,1274,143,213.121,0.015124,-71
532,1403,41,201105,15174,120,361.0977,36.8621,Mountain Fresh Shower Gel for Men,4,Body Wash,N,NoviProducts,A,Soap,BESTWAY CASH & CARRY,4,Direct,1,Beverly Bruce,3,Phoenix,5,South-West,15174,17.6425,4.5081,8.2878,2879,114,230.4001,0.007521,-6
533,1403,42,201101,12601,370,1210.7177,860.6639,Clean Comfort Shower Gel for Men,4,Body Wash,N,NoviProducts,A,Soap,BESTWAY CASH & CARRY,4,Direct,1,Beverly Bruce,3,Phoenix,5,South-West,12601,534.8821,81.1513,193.5357,161,286,533.1752,0.022223,-84
534,1403,42,201102,13263,160,529.9999,901.6387,Clean Comfort Shower Gel for Men,4,Body Wash,N,NoviProducts,A,Soap,BESTWAY CASH & CARRY,4,Direct,1,Beverly Bruce,3,Phoenix,5,South-West,13263,592.531,72.3947,158.6646,922,535,901.9492,-0.017603,375
535,1403,42,201103,13786,142,550.2592,891.8403,Clean Comfort Shower Gel for Men,4,Body Wash,N,NoviProducts,A,Soap,BESTWAY CASH & CARRY,4,Direct,1,Beverly Bruce,3,Phoenix,5,South-West,13786,764.7339,71.4665,171.5414,1588,1347,3421.3647,-0.095475,1205
536,1403,42,201104,14355,360,1828.8725,488.4549,Clean Comfort Shower Gel for Men,4,Body Wash,N,NoviProducts,A,Soap,BESTWAY CASH & CARRY,4,Direct,1,Beverly Bruce,3,Phoenix,5,South-West,14355,395.3016,68.2447,226.3553,2209,401,1437.5622,0.049863,41
537,1403,49,201101,12624,600,1265.2545,618.5655,Vanilla Scented Liquid Soap,1,Hand Soap,I,Super Soaps,A,Soap,BESTWAY CASH & CARRY,4,Direct,1,Beverly Bruce,3,Phoenix,5,South-West,12624,243.7904,72.6287,139.2217,186,796,945.9484,0.14808,196
538,1403,49,201102,13277,432,922.1999,719.3145,Vanilla Scented Liquid Soap,1,Hand Soap,I,Super Soaps,A,Soap,BESTWAY CASH & CARRY,4,Direct,1,Beverly Bruce,3,Phoenix,5,South-West,13277,304.2895,68.6068,160.8091,938,967,1189.9913,0.134981,535
539,1403,49,201103,13800,432,1078.818,593.0415,Vanilla Scented Liquid Soap,1,Hand Soap,I,Super Soaps,A,Soap,BESTWAY CASH & CARRY,4,Direct,1,Beverly Bruce,3,Phoenix,5,South-West,13800,262.3486,70.3474,154.5108,1608,773,1279.939,0.084084,341
540,1403,49,201107,15590,120,579.7204,850.2363,Vanilla Scented Liquid Soap,1,Hand Soap,I,Super Soaps,A,Soap,BESTWAY CASH & CARRY,4,Direct,1,Beverly Bruce,3,Phoenix,5,South-West,15590,283.7538,60.8529,159.1229,3525,141,504.648,0.032591,21
541,1403,49,201108,15953,240,1164.7794,332.6816,Vanilla Scented Liquid Soap,1,Hand Soap,I,Super Soaps,A,Soap,BESTWAY CASH & CARRY,4,Direct,1,Beverly Bruce,3,Phoenix,5,South-West,15953,117.5184,97.7958,82.3511,3827,118,324.6674,0.001413,-122
542,1403,49,201109,16323,960,1958.2737,615.7503,Vanilla Scented Liquid Soap,1,Hand Soap,I,Super Soaps,A,Soap,BESTWAY CASH & CARRY,4,Direct,1,Beverly Bruce,3,Phoenix,5,South-West,16323,191.3326,48.8754,78.3817,4092,311,520.2157,0.052553,-649
543,1403,49,201110,16913,144,320.7695,409.0877,Vanilla Scented Liquid Soap,1,Hand Soap,I,Super Soaps,A,Soap,BESTWAY CASH & CARRY,4,Direct,1,Beverly Bruce,3,Phoenix,5,South-West,16913,151.119,61.3358,99.5398,4865,125,198.9659,0.025081,-19
544,1403,49,201111,17407,504,1400.8272,499.5546,Vanilla Scented Liquid Soap,1,Hand Soap,I,Super Soaps,A,Soap,BESTWAY CASH & CARRY,4,Direct,1,Beverly Bruce,3,Phoenix,5,South-West,17407,92.0044,63.2466,154.1989,5617,172,343.8675,0.044388,-332
545,1403,1355,201109,16519,144,197.5155,17.4144,Tea Tree Oil Cream,9,Health Cream,P,SimpleSkin,C,Cream,BESTWAY CASH & CARRY,4,Direct,1,Beverly Bruce,3,Phoenix,5,South-West,16519,17.8433,2.1726,3.2263,4482,181,263.7341,0.014317,37
546,1403,1513,201109,16520,144,197.5155,31.2241,Pain Relief Cream,9,Health Cream,P,SimpleSkin,C,Cream,BESTWAY CASH & CARRY,4,Direct,1,Beverly Bruce,3,Phoenix,5,South-West,16520,20.7456,1.9928,2.4367,4483,181,263.7341,0.013163,37
547,1403,1815,201108,15888,240,2510.3004,144.1578,Moisturizing Body Wash,4,Body Wash,N,NoviProducts,A,Soap,BESTWAY CASH & CARRY,4,Direct,1,Beverly Bruce,3,Phoenix,5,South-West,15888,82.6199,19.1912,35.1272,3928,129,1046.0306,-0.012963,-111
548,1403,1815,201109,16122,414,1820.055,183.0359,Moisturizing Body Wash,4,Body Wash,N,NoviProducts,A,Soap,BESTWAY CASH & CARRY,4,Direct,1,Beverly Bruce,3,Phoenix,5,South-West,16122,164.6932,7.7832,34.6982,4561,230,934.4279,0.005845,-184
549,1403,1815,201110,16717,282,1353.8225,145.1094,Moisturizing Body Wash,4,Body Wash,N,NoviProducts,A,Soap,BESTWAY CASH & CARRY,4,Direct,1,Beverly Bruce,3,Phoenix,5,South-West,16717,137.68,12.7989,69.5847,5345,120,334.6345,-0.019002,-162
550,1403,1815,201111,17271,108,646.9337,269.418,Moisturizing Body Wash,4,Body Wash,N,NoviProducts,A,Soap,BESTWAY CASH & CARRY,4,Direct,1,Beverly Bruce,3,Phoenix,5,South-West,17271,120.3507,14.0504,71.0999,5911,126,440.4636,0.000226,18
551,1404,29,201107,15848,120,360.1951,111.0658,Moisturizer for Dry Skin - Unscented,3,Moisturizing Cream,E,Roxell,C,Cream,BESTWAY CASH & CARRY,4,Direct,1,Beverly Bruce,4,Chicago,0,North,15848,45.1568,16.4119,29.0261,3643,260,743.272,0.013668,140
552,1404,41,201105,15105,122,281.4833,39.0225,Mountain Fresh Shower Gel for Men,4,Body Wash,N,NoviProducts,A,Soap,BESTWAY CASH & CARRY,4,Direct,1,Beverly Bruce,4,Chicago,0,North,15105,18.1116,7.048,9.9819,2804,114,323.4056,0.008336,-8
553,1404,49,201103,13864,240,459.5418,203.547,Vanilla Scented Liquid Soap,1,Hand Soap,I,Super Soaps,A,Soap,BESTWAY CASH & CARRY,4,Direct,1,Beverly Bruce,4,Chicago,0,North,13864,74.3348,21.357,57.3796,1709,145,296.4122,0.008085,-95
554,1404,1210,201102,13513,144,507.9667,215.8309,SPF 30 Adult Sunscreen,2,Adult Sunscreen,B,Abe's Sunscreens,B,Sunscreen,BESTWAY CASH & CARRY,4,Direct,1,Beverly Bruce,4,Chicago,0,North,13513,118.3929,10.6047,32.6586,1328,315,998.782,0.033805,171
555,1404,1815,201110,16784,1036,3813.4824,134.9414,Moisturizing Body Wash,4,Body Wash,N,NoviProducts,A,Soap,BESTWAY CASH & CARRY,4,Direct,1,Beverly Bruce,4,Chicago,0,North,16784,81.1998,11.836,35.1945,5401,297,917.8308,-0.007477,-739
556,1405,42,201110,17138,120,318.0356,203.2155,Clean Comfort Shower Gel for Men,4,Body Wash,N,NoviProducts,A,Soap,BESTWAY CASH & CARRY,4,Direct,1,Beverly Bruce,5,Detroit,0,North,17138,226.78,34.4729,105.7705,5054,144,344.1955,0.001216,24
557,1406,41,201103,13966,144,427.8493,111.9233,Mountain Fresh Shower Gel for Men,4,Body Wash,N,NoviProducts,A,Soap,BESTWAY CASH & CARRY,4,Direct,1,Beverly Bruce,6,Milwaukee,0,North,13966,33.6045,7.5711,16.3903,1991,153,465.1922,0.011715,9
558,1406,49,201103,14152,144,275.7251,28.3355,Vanilla Scented Liquid Soap,1,Hand Soap,I,Super Soaps,A,Soap,BESTWAY CASH & CARRY,4,Direct,1,Beverly Bruce,6,Milwaukee,0,North,14152,7.2112,2.9397,6.908,1845,121,247.0102,0.006737,-23
559,1500,19,201110,17212,168,325.7424,122.5363,SPF 15 Sport Sunscreen,8,Sport Sunscreen,P,SimpleSkin,B,Sunscreen,BIANCA MALFUSS IND,5,Discounts,1,Beverly Bruce,0,New Orleans,9,South,17212,31.1089,12.2012,35.3014,5174,319,577.1639,0.015785,151
560,1500,1815,201109,16168,144,515.4866,76.1171,Moisturizing Body Wash,4,Body Wash,N,NoviProducts,A,Soap,BIANCA MALFUSS IND,5,Discounts,1,Beverly Bruce,0,New Orleans,9,South,16168,59.9692,2.1843,6.7711,4688,145,566.3162,-0.000446,1
561,1501,1093,201110,16792,240,235.0369,18.3331,Moisturizer for Oily Skin - Apple Scent,3,Moisturizing Cream,G,Ghanel,C,Cream,BILLERICAY DENTAL,5,Discounts,1,Beverly Bruce,1,Miami,4,South-East,16792,8.5781,3.8213,3.5249,5464,202,123.5339,-0.00151,-38
562,1502,42,201105,14972,108,218.0749,66.55,Clean Comfort Shower Gel for Men,4,Body Wash,N,NoviProducts,A,Soap,BILLINGTONS,5,Discounts,1,Beverly Bruce,2,Jacksonville,4,South-East,14972,37.8867,7.8424,20.6589,2743,171,306.2978,-0.00938,63
563,1600,49,201103,13723,120,244.0149,86.0965,Vanilla Scented Liquid Soap,1,Hand Soap,I,Super Soaps,A,Soap,BODY SHOP INTERNATIO,6,Specials,1,Beverly Bruce,0,New Orleans,9,South,13723,34.6921,15.3424,18.8523,1496,193,316.9755,0.005904,73
564,1600,1093,201110,16795,200,237.6768,13.4066,Moisturizer for Oily Skin - Apple Scent,3,Moisturizing Cream,G,Ghanel,C,Cream,BODY SHOP INTERNATIO,6,Specials,1,Beverly Bruce,0,New Orleans,9,South,16795,5.0952,2.9774,2.6242,5474,121,122.7531,0.001769,-79
565,1601,49,201101,12811,144,203.7641,267.5739,Vanilla Scented Liquid Soap,1,Hand Soap,I,Super Soaps,A,Soap,BONDS,6,Specials,1,Beverly Bruce,1,Miami,4,South-East,12811,66.0119,17.7325,46.9371,435,137,146.7311,0.013213,-7
566,1601,49,201109,16465,336,459.9176,175.1918,Vanilla Scented Liquid Soap,1,Hand Soap,I,Super Soaps,A,Soap,BONDS,6,Specials,1,Beverly Bruce,1,Miami,4,South-East,16465,80.1923,12.3384,22.2582,4246,130,192.5894,0.011238,-206
567,1601,1815,201109,16133,150,442.5008,54.298,Moisturizing Body Wash,4,Body Wash,N,NoviProducts,A,Soap,BONDS,6,Specials,1,Beverly Bruce,1,Miami,4,South-East,16133,59.286,2.2056,7.5204,4569,145,410.3212,-0.005833,-5
568,1700,42,201103,13849,252,795.152,333.8445,Clean Comfort Shower Gel for Men,4,Body Wash,N,NoviProducts,A,Soap,BOOKER BELMONT,7,Indirects,1,Beverly Bruce,0,New Orleans,9,South,13849,215.5888,13.2801,50.1424,1688,195,575.7893,0.000569,-57
569,1700,49,201103,13685,384,780.8477,269.1425,Vanilla Scented Liquid Soap,1,Hand Soap,I,Super Soaps,A,Soap,BOOKER BELMONT,7,Indirects,1,Beverly Bruce,0,New Orleans,9,South,13685,51.6211,21.6874,56.868,1469,266,506.3082,0.012153,-118
570,1700,49,201110,16816,168,304.7267,184.6858,Vanilla Scented Liquid Soap,1,Hand Soap,I,Super Soaps,A,Soap,BOOKER BELMONT,7,Indirects,1,Beverly Bruce,0,New Orleans,9,South,16816,39.9081,19.2246,36.3064,4762,224,313.562,0.009713,56
571,1700,1093,201101,12882,124,139.5001,77.5525,Moisturizer for Oily Skin - Apple Scent,3,Moisturizing Cream,G,Ghanel,C,Cream,BOOKER BELMONT,7,Indirects,1,Beverly Bruce,0,New Orleans,9,South,12882,35.9807,11.8,10.4328,525,366,193.0882,-0.002294,242
572,1700,1815,201110,16735,248,969.4713,238.4509,Moisturizing Body Wash,4,Body Wash,N,NoviProducts,A,Soap,BOOKER BELMONT,7,Indirects,1,Beverly Bruce,0,New Orleans,9,South,16735,88.4838,14.8582,69.1324,5358,132,406.3339,-0.003206,-116
573,1700,1815,201111,17278,372,1814.4694,197.4141,Moisturizing Body Wash,4,Body Wash,N,NoviProducts,A,Soap,BOOKER BELMONT,7,Indirects,1,Beverly Bruce,0,New Orleans,9,South,17278,90.5886,14.5136,51.7302,5922,126,396.4172,-0.002973,-246
574,1702,19,201109,16161,108,158.0259,49.3379,SPF 15 Sport Sunscreen,8,Sport Sunscreen,P,SimpleSkin,B,Sunscreen,BOOKER CASH & CARRY,7,Indirects,1,Beverly Bruce,2,Jacksonville,4,South-East,16161,34.2785,3.3728,9.1909,4636,251,430.8922,0.017506,143
575,1702,29,201110,16680,144,174.4221,59.1614,Moisturizer for Dry Skin - Unscented,3,Moisturizing Cream,E,Roxell,C,Cream,BOOKER CASH & CARRY,7,Indirects,1,Beverly Bruce,2,Jacksonville,4,South-East,16680,5.9376,5.058,10.9576,5304,146,176.0163,0.01349,2
576,1702,49,201110,17173,144,215.2443,91.644,Vanilla Scented Liquid Soap,1,Hand Soap,I,Super Soaps,A,Soap,BOOKER CASH & CARRY,7,Indirects,1,Beverly Bruce,2,Jacksonville,4,South-East,17173,19.5614,9.4904,26.0746,5110,274,364.3974,0.024655,130
577,1702,1210,201103,14013,192,693.4039,44.1999,SPF 30 Adult Sunscreen,2,Adult Sunscreen,B,Abe's Sunscreens,B,Sunscreen,BOOKER CASH & CARRY,7,Indirects,1,Beverly Bruce,2,Jacksonville,4,South-East,14013,27.1883,2.5512,13.9071,2023,136,510.4055,0.024077,-56
578,1703,19,201101,12599,240,541.0054,95.2186,SPF 15 Sport Sunscreen,8,Sport Sunscreen,P,SimpleSkin,B,Sunscreen,BOOKER WHOLESALE FOO,7,Indirects,1,Beverly Bruce,3,Phoenix,5,South-West,12599,37.5529,6.9948,11.1779,157,184,280.1188,0.040088,-56
579,1703,49,201101,12606,168,354.2713,217.8323,Vanilla Scented Liquid Soap,1,Hand Soap,I,Super Soaps,A,Soap,BOOKER WHOLESALE FOO,7,Indirects,1,Beverly Bruce,3,Phoenix,5,South-West,12606,52.6733,14.0778,28.709,167,192,213.2291,0.030926,24
580,1703,49,201110,16900,144,320.7695,125.3845,Vanilla Scented Liquid Soap,1,Hand Soap,I,Super Soaps,A,Soap,BOOKER WHOLESALE FOO,7,Indirects,1,Beverly Bruce,3,Phoenix,5,South-West,16900,27.4789,14.2243,31.3306,4854,125,230.8005,0.033328,-19
581,1704,29,201110,16995,110,152.2448,12.9671,Moisturizer for Dry Skin - Unscented,3,Moisturizing Cream,E,Roxell,C,Cream,BRANDED GOODS OTC,7,Indirects,1,Beverly Bruce,4,Chicago,0,North,16995,2.8738,2.5328,4.8268,4969,117,147.7899,0.00562,7
582,1704,42,201105,14947,144,332.2426,178.9941,Clean Comfort Shower Gel for Men,4,Body Wash,N,NoviProducts,A,Soap,BRANDED GOODS OTC,7,Indirects,1,Beverly Bruce,4,Chicago,0,North,14947,94.639,16.2566,61.5884,2724,307,843.7082,-0.001754,163
583,1704,49,201105,14860,144,214.1119,271.7691,Vanilla Scented Liquid Soap,1,Hand Soap,I,Super Soaps,A,Soap,BRANDED GOODS OTC,7,Indirects,1,Beverly Bruce,4,Chicago,0,North,14860,41.8258,31.118,67.0445,2615,244,357.8201,0.007919,100
584,1704,49,201106,15340,384,1221.2296,120.2569,Vanilla Scented Liquid Soap,1,Hand Soap,I,Super Soaps,A,Soap,BRANDED GOODS OTC,7,Indirects,1,Beverly Bruce,4,Chicago,0,North,15340,38.6205,24.3756,41.5321,3084,294,504.8178,0.01998,-90
585,1704,49,201110,16911,120,204.9563,199.3473,Vanilla Scented Liquid Soap,1,Hand Soap,I,Super Soaps,A,Soap,BRANDED GOODS OTC,7,Indirects,1,Beverly Bruce,4,Chicago,0,North,16911,51.9705,32.2903,55.0927,4861,299,470.3555,0.017508,179
586,1704,1815,201110,16791,180,662.5742,91.372,Moisturizing Body Wash,4,Body Wash,N,NoviProducts,A,Soap,BRANDED GOODS OTC,7,Indirects,1,Beverly Bruce,4,Chicago,0,North,16791,80.0537,7.0695,38.1511,5433,315,956.7201,-0.009203,135
587,1705,19,201109,16567,156,260.8194,84.3344,SPF 15 Sport Sunscreen,8,Sport Sunscreen,P,SimpleSkin,B,Sunscreen,BRANDS DIRECT,7,Indirects,1,Beverly Bruce,5,Detroit,0,North,16567,66.7357,6.7284,9.0459,4528,226,446.7834,0.009001,70
588,1705,19,201110,17124,108,197.1821,66.8361,SPF 15 Sport Sunscreen,8,Sport Sunscreen,P,SimpleSkin,B,Sunscreen,BRANDS DIRECT,7,Indirects,1,Beverly Bruce,5,Detroit,0,North,17124,24.9596,10.5232,26.9118,5297,128,210.6446,0.004973,20
589,1705,49,201102,13554,264,432.1103,119.9497,Vanilla Scented Liquid Soap,1,Hand Soap,I,Super Soaps,A,Soap,BRANDS DIRECT,7,Indirects,1,Beverly Bruce,5,Detroit,0,North,13554,24.6445,8.0333,16.8837,1167,166,315.4173,0.015943,-98
590,1705,1815,201111,17329,120,551.146,80.5549,Moisturizing Body Wash,4,Body Wash,N,NoviProducts,A,Soap,BRANDS DIRECT,7,Indirects,1,Beverly Bruce,5,Detroit,0,North,17329,27.1322,2.9408,21.6894,6041,164,644.8295,0.00526,44
591,1706,49,201102,13397,144,235.6965,163.8231,Vanilla Scented Liquid Soap,1,Hand Soap,I,Super Soaps,A,Soap,BRANDS DIRECT,7,Indirects,1,Beverly Bruce,6,Milwaukee,0,North,13397,81.5306,21.2625,34.8132,1090,138,212.097,0.009187,-6
592,1706,49,201103,13910,336,643.3586,222.7118,Vanilla Scented Liquid Soap,1,Hand Soap,I,Super Soaps,A,Soap,BRANDS DIRECT,7,Indirects,1,Beverly Bruce,6,Milwaukee,0,North,13910,68.5491,14.5224,27.9412,1751,362,735.2628,0.019869,26
593,1707,19,201109,16471,288,511.3627,128.7856,SPF 15 Sport Sunscreen,8,Sport Sunscreen,P,SimpleSkin,B,Sunscreen,BRIGHTON CO-OP LTD,7,Indirects,1,Beverly Bruce,7,Houston,9,South,16471,45.1786,7.1158,9.6632,4253,377,852.8645,0.021381,89
594,1707,42,201103,13827,107,337.6241,136.6979,Clean Comfort Shower Gel for Men,4,Body Wash,N,NoviProducts,A,Soap,BRIGHTON CO-OP LTD,7,Indirects,1,Beverly Bruce,7,Houston,9,South,13827,167.9997,13.489,43.9874,1653,244,620.763,-0.00497,137
595,1707,49,201110,17029,528,957.7126,78.193,Vanilla Scented Liquid Soap,1,Hand Soap,I,Super Soaps,A,Soap,BRIGHTON CO-OP LTD,7,Indirects,1,Beverly Bruce,7,Houston,9,South,17029,16.2038,11.2722,13.8268,5008,423,510.7455,0.012239,-105
596,1707,1815,201107,15761,108,915.6168,301.5888,Moisturizing Body Wash,4,Body Wash,N,NoviProducts,A,Soap,BRIGHTON CO-OP LTD,7,Indirects,1,Beverly Bruce,7,Houston,9,South,15761,278.5762,15.6911,43.4072,3785,258,1600.1087,-0.007515,150
597,1707,1815,201110,16713,204,797.4683,150.1198,Moisturizing Body Wash,4,Body Wash,N,NoviProducts,A,Soap,BRIGHTON CO-OP LTD,7,Indirects,1,Beverly Bruce,7,Houston,9,South,16713,126.8631,16.6215,51.8578,5341,299,815.0741,-0.015329,95
598,1708,19,201102,13617,120,209.9596,302.3034,SPF 15 Sport Sunscreen,8,Sport Sunscreen,P,SimpleSkin,B,Sunscreen,BRITCO,7,Indirects,1,Beverly Bruce,8,Cleveland,0,North,13617,116.4521,24.929,40.1035,1230,156,206.8159,0.005602,36
599,1708,19,201109,16628,360,601.8909,235.7772,SPF 15 Sport Sunscreen,8,Sport Sunscreen,P,SimpleSkin,B,Sunscreen,BRITCO,7,Indirects,1,Beverly Bruce,8,Cleveland,0,North,16628,140.3863,17.3898,29.5406,4335,377,645.8243,0.008434,17
600,1708,19,201111,17583,108,246.0316,220.5677,SPF 15 Sport Sunscreen,8,Sport Sunscreen,P,SimpleSkin,B,Sunscreen,BRITCO,7,Indirects,1,Beverly Bruce,8,Cleveland,0,North,17583,65.109,23.6632,44.0228,5775,377,594.7843,0.015457,269
601,1708,49,201101,12552,504,814.9042,278.242,Vanilla Scented Liquid Soap,1,Hand Soap,I,Super Soaps,A,Soap,BRITCO,7,Indirects,1,Beverly Bruce,8,Cleveland,0,North,12552,87.7454,30.2594,38.1605,106,577,682.9073,0.03198,73
602,1708,49,201104,14337,288,722.95,164.1798,Vanilla Scented Liquid Soap,1,Hand Soap,I,Super Soaps,A,Soap,BRITCO,7,Indirects,1,Beverly Bruce,8,Cleveland,0,North,14337,45.7598,24.8439,40.8973,2178,215,485.9111,0.011737,-73
603,1708,49,201109,16271,288,450.4473,160.8917,Vanilla Scented Liquid Soap,1,Hand Soap,I,Super Soaps,A,Soap,BRITCO,7,Indirects,1,Beverly Bruce,8,Cleveland,0,North,16271,76.1133,17.5739,36.9445,4040,130,239.2308,0.008077,-158
604,1708,803,201109,16141,102,261.3048,29.9246,SPF 40 Youth Sunscreen,5,Youth Sunscreen,M,Pardun,B,Sunscreen,BRITCO,7,Indirects,1,Beverly Bruce,8,Cleveland,0,North,16141,30.164,1.4332,3.8295,4584,108,306.3253,-0.000968,6
605,1708,1210,201102,13530,120,423.3056,42.5693,SPF 30 Adult Sunscreen,2,Adult Sunscreen,B,Abe's Sunscreens,B,Sunscreen,BRITCO,7,Indirects,1,Beverly Bruce,8,Cleveland,0,North,13530,30.3945,2.9245,11.5057,1429,143,423.2127,0.01276,23
606,1708,1815,201109,16137,363,1223.602,221.6028,Moisturizing Body Wash,4,Body Wash,N,NoviProducts,A,Soap,BRITCO,7,Indirects,1,Beverly Bruce,8,Cleveland,0,North,16137,271.9264,6.2099,23.6,4579,556,1885.8361,-0.020548,193
607,1709,49,201101,12486,144,232.8298,371.6765,Vanilla Scented Liquid Soap,1,Hand Soap,I,Super Soaps,A,Soap,BROMHAM HOSPITAL,7,Indirects,1,Beverly Bruce,9,Madison,0,North,12486,97.6617,26.1457,80.5093,27,714,824.7563,0.037612,570
608,1709,49,201103,13687,336,643.3586,347.5671,Vanilla Scented Liquid Soap,1,Hand Soap,I,Super Soaps,A,Soap,BROMHAM HOSPITAL,7,Indirects,1,Beverly Bruce,9,Madison,0,North,13687,88.7557,25.8315,63.7054,1470,145,296.4122,0.008085,-191
609,1709,49,201110,16817,864,1475.6852,249.7732,Vanilla Scented Liquid Soap,1,Hand Soap,I,Super Soaps,A,Soap,BROMHAM HOSPITAL,7,Indirects,1,Beverly Bruce,9,Madison,0,North,16817,51.6016,31.0412,47.2229,4764,125,195.9814,0.007295,-739
610,1709,1815,201109,16176,246,829.2179,194.397,Moisturizing Body Wash,4,Body Wash,N,NoviProducts,A,Soap,BROMHAM HOSPITAL,7,Indirects,1,Beverly Bruce,9,Madison,0,North,16176,189.2143,6.8177,27.3893,4720,121,475.7136,-0.000137,-125
611,1709,1815,201110,16774,474,1744.7786,188.7234,Moisturizing Body Wash,4,Body Wash,N,NoviProducts,A,Soap,BROMHAM HOSPITAL,7,Indirects,1,Beverly Bruce,9,Madison,0,North,16774,122.6481,14.4544,37.0095,5382,269,881.499,-0.002932,-205
612,1710,19,201109,16468,120,213.0678,68.2795,SPF 15 Sport Sunscreen,8,Sport Sunscreen,P,SimpleSkin,B,Sunscreen,BROMLEY AREA H.A.,7,Indirects,1,Beverly Bruce,10,Austin,9,South,16468,39.0401,4.2273,6.2502,4250,276,572.1839,0.01227,156
613,1710,49,201103,13805,288,585.6358,211.2515,Vanilla Scented Liquid Soap,1,Hand Soap,I,Super Soaps,A,Soap,BROMLEY AREA H.A.,7,Indirects,1,Beverly Bruce,10,Austin,9,South,13805,87.7163,25.4244,43.5904,1614,242,494.0204,0.01298,-46
614,1710,1815,201106,15199,144,1048.1704,92.2643,Moisturizing Body Wash,4,Body Wash,N,NoviProducts,A,Soap,BROMLEY AREA H.A.,7,Indirects,1,Beverly Bruce,10,Austin,9,South,15199,50.5603,4.5038,19.559,3438,198,671.932,0.001677,54
615,1711,19,201109,16505,288,627.9981,123.078,SPF 15 Sport Sunscreen,8,Sport Sunscreen,P,SimpleSkin,B,Sunscreen,C& N SUPPLIES 01,7,Indirects,1,Beverly Bruce,11,Seattle,1,North-West,16505,64.3993,6.7874,13.7863,4453,276,535.7166,0.026696,-12
616,1711,49,201103,14153,480,1198.6867,111.0851,Vanilla Scented Liquid Soap,1,Hand Soap,I,Super Soaps,A,Soap,C& N SUPPLIES 01,7,Indirects,1,Beverly Bruce,11,Seattle,1,North-West,14153,40.7083,14.9937,35.3453,1846,290,592.8244,0.041853,-190
617,1711,1815,201109,16174,144,633.0626,126.679,Moisturizing Body Wash,4,Body Wash,N,NoviProducts,A,Soap,C& N SUPPLIES 01,7,Indirects,1,Beverly Bruce,11,Seattle,1,North-West,16174,90.611,4.1016,18.0051,4713,121,437.2034,-0.006919,-23
618,1712,19,201109,16399,360,784.9977,206.3269,SPF 15 Sport Sunscreen,8,Sport Sunscreen,P,SimpleSkin,B,Sunscreen,C& N SUPPLIES 02,7,Indirects,1,Beverly Bruce,12,Portland,1,North-West,16399,122.6729,11.7091,20.9556,4175,842,1689.3776,0.091261,482
619,1712,19,201111,17479,120,356.5324,150.5434,SPF 15 Sport Sunscreen,8,Sport Sunscreen,P,SimpleSkin,B,Sunscreen,C& N SUPPLIES 02,7,Indirects,1,Beverly Bruce,12,Portland,1,North-West,17479,44.7601,20.374,54.4042,5666,136,221.6026,0.015843,16
620,1712,49,201103,13772,144,359.606,275.7678,Vanilla Scented Liquid Soap,1,Hand Soap,I,Super Soaps,A,Soap,C& N SUPPLIES 02,7,Indirects,1,Beverly Bruce,12,Portland,1,North-West,13772,131.278,33.806,57.1479,1560,217,327.2571,0.013337,73
621,1712,49,201109,16278,216,440.6116,294.2918,Vanilla Scented Liquid Soap,1,Hand Soap,I,Super Soaps,A,Soap,C& N SUPPLIES 02,7,Indirects,1,Beverly Bruce,12,Portland,1,North-West,16278,125.6131,23.9819,49.694,4049,311,566.8677,0.048912,95
622,1712,49,201110,16875,240,534.6158,184.892,Vanilla Scented Liquid Soap,1,Hand Soap,I,Super Soaps,A,Soap,C& N SUPPLIES 02,7,Indirects,1,Beverly Bruce,12,Portland,1,North-West,16875,44.2439,34.6072,60.1244,4830,149,232.7901,0.022179,-91
623,1712,49,201111,17385,240,667.0606,243.5511,Vanilla Scented Liquid Soap,1,Hand Soap,I,Super Soaps,A,Soap,C& N SUPPLIES 02,7,Indirects,1,Beverly Bruce,12,Portland,1,North-West,17385,41.7621,32.1921,66.5559,5591,307,529.7374,0.046063,67
624,1712,1815,201109,16151,426,1872.8103,316.8248,Moisturizing Body Wash,4,Body Wash,N,NoviProducts,A,Soap,C& N SUPPLIES 02,7,Indirects,1,Beverly Bruce,12,Portland,1,North-West,16151,241.0565,10.6767,39.8861,4603,121,386.2341,-0.015609,-305
